Q106605756	Öjendorfer_Damm
Q112633933	Kriegerdenkmal_Sportplatzring
Q114267620	Kriegerdenkmal_St._Gertrud_(Hamburg-Altenwerder)
Q23787722	Kriegsgräberstätte_Altona
Q114808983	Krieterstraße
Q27943062	Kristall_(Hamburg)
Q106605579	Kritenbarg
Q106605580	Krochmannstraße
Q106605581	Krohnskamp
Q106605582	Krohnstieg
Q14906989	Krohnstiegtunnel
Q106605583	Kroonhorst
Q106605584	Kroosweg_(Hamburg)
Q106605585	Krugtwiete_(Hamburg)
Q106605586	Krummholzberg
Q15824544	Kugel-Denkmal_(Hamburg)
Q106605588	Kuhberg_(Hamburg)
Q106605589	Kuhmühle
Q106605590	Kuhtrift_(Hamburg)
Q106605592	Kulenstück
Q19963965	Kulturpalast_Hamburg
Q106605594	Kunaustraße_(Hamburg)
Q1792687	Kunstverein_in_Hamburg
Q106605595	Kupferredder
Q106684003	Kupferteich_(Hamburg)
Q106605596	Kurdamm
Q106605597	Kurt-A.-Körber-Chaussee
Q100542670	Kurt-Juster-Schule
Q1793300	Kurt-Körber-Gymnasium
Q106605598	Kurt-Schumacher-Allee_(Hamburg)
Q64347181	Kurt-Schumacher-Haus_(Hamburg)
Q106605599	Kurze_Straße_(Hamburg)
Q114808985	Kurzer_Kamp_(Hamburg)
Q1719265	KZ-Außenlager_Drägerwerk
Q1719264	KZ-Außenlager_Hamburg-Langenhorn
Q21705949	KZ-Außenlager_Hamburg-Sasel
Q106605601	Lämmersieth
Q20184481	Lämmertwiete_(Hamburg)
Q114809039	Löwenstraße_(Hamburg)
Q477258	Lübeck–Hamburg_railway_line
Q106605637	Lübecker_Straße_(Hamburg)
Q106605638	Lübeckertordamm
Q106605642	Lüneburger_Straße_(Hamburg)
Q114809041	Lürader_Weg_(Hamburg)
Q114152333	Lürader_Weg_1_(Hamburg)
Q111131068	Lürader_Weg_2
Q59296754	Lüttge-Garten_(Hamburg)
Q11934468	Lüttkampgraben
Q1799904	Ladenbek
Q114808995	Ladenbeker_Furtweg
Q881121	Laeiszhalle
Q19288718	Laeiszhof
Q106605600	Laeiszstraße
Q65240172	Lagerstraße_(Hamburg)
Q114808998	Lamprechtstraße_(Hamburg)
Q1312379	Landesarbeitsgericht_Hamburg
Q61910988	Landesinstitut_für_Lehrerbildung
Q1802974	Landhaus_J._C._Godeffroy
Q1802983	Landhaus_Mahr
Q27478612	Landhaus_Michaelsen
Q62056757	Landhaus_Rücker
Q19288791	Landhaus_Walter
Q61858616	Landschaftsschutzgebiet_Öjendorf-Billstedter_Geest
Q61858304	Landschaftsschutzgebiet_Altona-Südwest,_Ottensen,_Othmarschen,_Klein_Flottbek,_Nienstedten,_Dockenhuden,_Blankenese,_Rissen
Q61858319	Landschaftsschutzgebiet_Duvenstedt,_Bergstedt,_Lemsahl-Mellingstedt,_Volksdorf_und_Rahlstedt
Q61858653	Landschaftsschutzgebiet_Hummelsbütteler_Feldmark/Alstertal
Q61858621	Landschaftsschutzgebiet_Marmstorfer_Flottsandplatte
Q61858645	Landschaftsschutzgebiet_Moorburg
Q61858628	Landschaftsschutzgebiet_Neuland
Q61858631	Landschaftsschutzgebiet_Ohmoor
Q61858634	Landschaftsschutzgebiet_Osdorf
Q61858333	Landschaftsschutzgebiet_Schnelsen,_Niendorf,_Lokstedt,_Eidelstedt_und_Stellingen
Q32322893	Landwehr_(Hamburg)
Q106605603	Lange_Mühren
Q106605604	Lange_Reihe
Q106605605	Lange_Striepen
Q114809001	Langenbeker_Weg
Q106605606	Langenhorner_Chaussee
Q106605607	Langenhorner_Markt
Q96876129	Langenhorstgraben
Q106605608	Langenrehm_(Hamburg)
Q78490983	Langenstücken_(Hamburg)
Q28972172	Langenzugbrücke
Q106605609	Langwisch_(Hamburg)
Q1805513	Lankenaustift
Q106605610	Lappenbergsallee
Q106605611	Lassallestraße_(Hamburg)
Q106605612	Lattenkamp
Q106605613	Laufgraben_(Hamburg)
Q106605614	Laukamp
Q60504060	León-Brücke
Q114809004	Legienstraße_(Hamburg)
Q106605615	Lehmkuhlenweg_(Hamburg)
Q106605616	Lehmweg_(Hamburg)
Q106224098	Lehrerinnenseminar_Hohe_Weide
Q975833	Leine-Heide-Radweg
Q106605617	Leinpfad_(Hamburg)
Q109911663	Leinpfad_20_(Hamburg)
Q109884378	Leinpfad_6_(Hamburg)
Q94700340	Leinpfadbrücke
Q1242602	Leinpfadkanal
Q114809005	Lemsahler_Dorfplatz
Q106605618	Lemsahler_Dorfstraße
Q106605619	Lemsahler_Landstraße
Q106605620	Lenhartzstraße
Q106962784	Leo-Leistikow-Allee_(Hamburg)
Q114809007	Lerchenberg_(Hamburg)
Q106335720	Lerchenfeld_(Hamburg)
Q98833892	Lesende_(Karin_Hertz)_Hamburg-Poppenbüttel
Q106605621	Lesserstraße_(Hamburg)
Q16832835	Lessing-Denkmal_(Hamburg)
Q25089801	Lessinghaus_(Hamburg)
Q1118191	Lessing-Stadtteilschule
Q114809009	Lessingstraße_(Hamburg)
Q65240333	Lessingtunnel
Q19289149	Lettow-Vorbeck-Kaserne_(Hamburg)
Q1821374	Leuchtfeuer_Seemannshöft
Q1759209	Leuchtturm_Bunthäuser_Spitze
Q1821415	Leuchtturm_Ellerholzhöft
Q1821443	Leuchtturm_Neuwerk
Q21561366	Leuchtturm_Pagensand_Süd
Q106605622	Leuschnerstraße_(Hamburg)
Q1821722	Levantehaus
Q114809010	Leverkusenstraße_(Hamburg)
Q106605630	Lißmannseck
Q1613747	Lichtwarkschule
Q17617244	Liedenkummer_Wettern
Q106605625	Lienaustraße_(Hamburg)
Q109689441	Lighthouse_Zero
Q112324633	Liliencronpark
Q106605626	Lilienstraße_(Hamburg)
Q106605627	Lille_Torv_(Hamburg)
Q114809012	Lindenallee_(Hamburg)
Q106605628	Lindenstraße_(Hamburg)
Q106605629	Lippmannstraße_(Hamburg)
Q1827909	Lise-Meitner-Gymnasium_(Hamburg)
Q1865140	Literaturhaus_Hamburg
Q114809013	Litzowstraße
Q38967434	Logenhaus_Provinzialloge_von_Niedersachsen_(Hamburg)
Q18628792	Lohbrügge-Nord
Q114809015	Lohbrügger_Markt
Q106605631	Lohhof_(Hamburg)
Q114809016	Lohkoppel_(Hamburg)
Q106605632	Lohkoppelstraße
Q106605633	Lohmühlenstraße_(Hamburg)
Q29439094	Lohsepark
Q114809018	Lohseplatz
Q106605634	Lokstedter_Damm
Q114809020	Lokstedter_Steindamm
Q114809021	Lokstedter_Weg
Q1868756	Lombardsbrücke
Q106605635	Lothringer_Straße_(Hamburg)
Q106605636	Lotsekai
Q114042	Lotsenstation_Seemannshöft
Q877591	Lottbek
Q106690042	Louis-Braille-Platz_(Hamburg)
Q94494786	Louise-Schroeder-Schule_(Hamburg)
Q61858352	LSG_Hamburger_Elbe
Q114809024	Ludolfstraße_(Hamburg)
Q106943857	Ludowieg-Brunnen
Q106714178	Ludwig-Erhard-Straße_(Hamburg)
Q106605639	Ludwigstraße_(Hamburg)
Q97860280	Luftwerftgraben
Q1876688	Luisen-Gymnasium_Bergedorf
Q106605640	Luisenweg_(Hamburg)
Q108566814	Lukas-Kirche_(Hamburg-Volksdorf)
Q106605641	Lunapark_(Hamburg)
Q114809027	Lupinenweg_(Hamburg)
Q111537282	Lupinenweg_12_(Hamburg)
Q114809036	Luruper_Chaussee
Q106605643	Luruper_Hauptstraße
Q108771846	Luruper_Hauptstraße_132
Q85782686	Luruper_Moorgraben
Q106605644	Lutherhöhe_(Hamburg)
Q108566815	Lutherkirche_(Hamburg-Bahrenfeld)
Q108566817	Lutherkirche_(Hamburg-Eißendorf)
Q1877943	Lutherkirche_(Hamburg-Wellingsbüttel)
Q106605645	Lutterothstraße_(Hamburg)
Q106605689	Möllner_Landstraße_(Hamburg)
Q76307576	Mönckebergbrunnen
Q534777	Mönckebergstraße
Q106605690	Mönkedamm
Q114809118	Mörikestraße_(Hamburg)
Q11938286	Müggenburger_Kanal
Q63349677	Müggenburger_Zollhafen
Q11938292	Mühlenau_(Kollau)
Q1958461	Mühlenberger_Loch
Q60666106	Mühlenberger_Loch/Neßsand_(FFH-Gebiet)
Q106605700	Mühlenberger_Weg_(Hamburg)
Q106605701	Mühlendamm_(Hamburg)
Q106605702	Mühlenkamp_(Hamburg)
Q11938291	Mühlenkampkanal
Q104244133	Mühlenwettern
Q106605703	Mülhäuser_Straße_(Hamburg)
Q60790824	Müllergraben
Q16218977	Müllverbrennungsanlage_Stellinger_Moor
Q1382755	Müllverwertung_Rugenberger_Damm
Q786693	Mümmelmannsberg
Q106605704	Mümmelmannsberg_(Straße)
Q114809119	Münsterstraße_(Hamburg)
Q106605706	Münzstraße_(Hamburg)
Q26794509	M._Glückstadt_&_Münden,_Hamburg
Q15119174	Maakenwerder_Hafen
Q1883431	Madonna_der_Seefahrt
Q114809042	Maetzelweg
Q1454081	Magazin_(cinema)
Q114809043	Magdalenenstraße_(Hamburg)
Q106387681	Magellan-Terrassen
Q87735861	Mahnmal_für_die_Opfer_des_Feuersturms
Q56027123	Maiboom'sche_Liebesbuche
Q106605646	Malzweg_(Hamburg)
Q114809044	Manilaweg
Q114809045	Mannesallee
Q114809046	Mansteinstraße_(Hamburg)
Q106605648	Marckmannstraße
Q106387867	Marco-Polo-Terrassen
Q28805437	Marco-Polo-Tower
Q106605649	Maretstraße
Q106605650	Margaretenstraße_(Hamburg)
Q19295760	Margaretha-Rothe-Gymnasium
Q21037163	Margarine_Voss
Q106605651	Margit-Zinke-Straße
Q1899666	Mariä_Himmelfahrt_(Hamburg-Rahlstedt)
Q106605652	Maria-Louisen-Straße
Q108566818	Maria-Magdalena-Kirche_(Hamburg-Osdorf)
Q114809049	Marie-Jonas-Platz
Q114809053	Marienburger_Allee_(Hamburg)
Q106605653	Marienhof_in_Hamburg-Poppenbüttel
Q1897895	Marienkrankenhaus_Hamburg
Q106627786	Marien-Magdalenen-Kloster_(Hamburg)
Q106605654	Marienstraße_(Hamburg)
Q106605655	Marienterrasse_(Hamburg)
Q106605656	Marienthaler_Straße_(Hamburg)
Q65240895	Marion-Dönhoff-Gymnasium_(Hamburg)
Q98843775	Marktfrauen_(Karin_Hertz)
Q1739852	Markthalle_Hamburg
Q11935607	Marktkanal
Q1901084	Marktkirche_Poppenbüttel
Q106605657	Marktstraße_(Hamburg)
Q106605658	Markusstraße_(Hamburg)
Q114809063	Marmstorfer_Poststraße
Q106605659	Marschnerstraße_(Hamburg)
Q106605660	Marschweg_(Hamburg)
Q106605661	Martha-Muchow-Weg_(Hamburg)
Q114809068	Marthastraße_(Hamburg)
Q106605663	Martin-Haller-Ring
Q114809076	Martinistraße_(Hamburg)
Q39839480	Martin-Luther-King-Kirche_(Hamburg-Steilshoop)
Q114809069	Martin-Luther-King-Platz
Q40719190	Martin-Luther-Kirche_(Hamburg-Alsterdorf)
Q108566819	Martin-Luther-Kirche_(Hamburg-Iserbrook)
Q114809075	Martin-Luther-Straße_(Hamburg)
Q1905680	Martinskirche_(Hamburg-Horn)
Q14551330	Martinskirche_(Hamburg-Rahlstedt)
Q114809077	Marxsenweg
Q106605665	Massaquoipassage
Q106605666	Mathildenstraße_(Hamburg)
Q884363	Matthäuskirche_(Hamburg-Winterhude)
Q1377432	Matthias-Claudius-Gymnasium_(Hamburg)
Q108566820	Matthias-Claudius-Kirche_(Hamburg-Wohldorf-Ohlstedt)
Q15834412	Matthias-Claudius-Kirche_Oldenfelde_(Hamburg-Rahlstedt)
Q106605667	Maurienstraße
Q106605668	Max-Brauer-Allee
Q106857273	Max-Brauer-Allee_134
Q106857351	Max-Brauer-Allee_136
Q96050916	Max-Brauer-Schule
Q66659669	Max-Schmeling-Stadtteilschule
Q106605670	Maxstraße_(Hamburg)
Q56607435	Maxstraßenbrücke
Q88460397	Max-Traeger-Schule
Q114809080	Maybachstraße_(Hamburg)
Q106605679	Meßberg_(Hamburg)
Q1545737	Meßberghof
Q26836288	Mechelnbusch
Q1916544	Medizinhistorisches_Museum_Hamburg
Q106605671	Meerweinstraße_(Hamburg)
Q106605672	Meiendorfer_Mühlenweg_(Hamburg)
Q106605673	Meiendorfer_Straße
Q114809081	Meiendorfer_Weg
Q108566821	Melanchthonkirche_(Hamburg-Groß_Flottbek)
Q114809082	Mellenbergweg
Q13222174	Mellingbek
Q106980693	Mellinpassage
Q106605674	Memeler_Straße_(Hamburg)
Q106605675	Memellandallee
Q113627023	Memorial_to_the_1814_burning_of_Appelbüttel_and_Marmstorf_by_the_French
Q1920279	Menck_&_Hambrock
Q106605676	Mendelssohnstraße_(Hamburg)
Q106605677	Mendelstraße_(Hamburg)
Q114809083	Mengestraße_(Hamburg)
Q1664659	Mennonite_cemetery_in_Hamburg-Altona
Q1419819	Mennonitenkirche_(Altona-Nord)
Q41793806	Mercedes-Benz-Werk_Hamburg
Q106605678	Merkurring_(Hamburg)
Q106605680	Mesterkamp
Q106605681	Methfesselstraße_(Hamburg)
Q106605682	Meyer-Delius-Platz
Q106605683	Meyerstraße_(Hamburg)
Q26690193	Michaeliskirche_(Hamburg-Neugraben)
Q114809092	Michaelispassage_(Hamburg)
Q106605684	Michaelisstraße_(Hamburg)
Q108566824	Michaels-Kirche_(Hamburg-Blankenese)
Q106605685	Milchstraße_(Hamburg)
Q106605686	Mildestieg
Q1935490	Millerntor
Q339572	Millerntor-Stadion
Q113815309	Millerntorwache
Q1936597	Mineralogisches_Museum_Hamburg
Q1454814	Minerva-Brunnen_auf_dem_Altonaer_Fischmarkt
Q685524	Miniatur_Wunderland
Q28381828	Miramarhaus
Q21040690	Missionsakademie_an_der_Universität_Hamburg
Q114809101	Missundestraße_(Hamburg)
Q24449534	Mittelweg_(Hamburg)
Q110149802	Mittelweg_113_(Hamburg)
Q18629236	Mittelweg_183
Q114809107	Mittlerer_Landweg
Q19548062	Modelleisenbahn_(Hamburg_Museum)
Q79762953	Moderne_Schule_Hamburg
Q106605688	Molkenbuhrstraße_(Hamburg)
Q114809112	Mollerstraße_(Hamburg)
Q1943691	Molotow_(Hamburg)
Q114809114	Monetastraße
Q19964020	Monsun-Theater
Q109780695	Montblanc_(Hamburg-Lurup)
Q107649691	Montessorischule_Hamburg-Bergedorf
Q98768912	Montessori-Schule_Schäferkampsallee
Q11937565	Moorbek_(Lottbek)
Q1946813	Moorburger_Berg
Q106605691	Moorburger_Burgweg_(Hamburg)
Q106605692	Moorburger_Elbdeich
Q109285505	Moorburger_Elbdeich_249
Q11937566	Moorburger_Landscheide
Q106605693	Moorende_(Hamburg)
Q100322690	Moorflagengraben
Q106605694	Moorfleeter_Deich
Q109639242	Moorfleeter_Deich_408
Q11937563	Moorfleeter_Kanal
Q1971175	Moorgürtel
Q28712163	Moorgraben_(Mühlenau)
Q106605695	Moorhof
Q106605696	Moorkamp_(Hamburg)
Q103842676	Moorkampgraben
Q11937564	Moorkanal
Q106605697	Moorreye
Q106605698	Moorstraße_(Hamburg)
Q114809115	Moorweg_(Hamburg)
Q1728944	Moorweide_(Hamburg)
Q114809116	Moorweidenstraße_(Hamburg)
Q114240745	Moorwerder_Norderdeich_90
Q11937562	Moorwettern_in_Hamburg-Neuland
Q106096809	Morgenstunde_(Gerhard_Brandes,_1982)
Q15471700	Mortzenhaus
Q106605699	Mozartstraße_(Hamburg)
Q47531777	Mundsburger_Brücke
Q106605705	Mundsburger_Damm
Q106605707	Musäusstraße_(Hamburg)
Q1954642	Museum_für_Kommunikation_Hamburg
Q896052	Museum_für_Kunst_und_Gewerbe
Q832762	Museum_Godeffroy
Q1954810	Museumsdorf_Volksdorf
Q106605708	Museumsplatz_(Hamburg)
Q107100416	Museumstraße_15-19_(Hamburg)
Q114809144	Nöldekestraße
Q2006690	Nöpps
Q106605709	Nagelsweg_(Hamburg)
Q1970914	Naturschutzgebiet_Die_Reit
Q63061956	Naturschutzgebiet_Duvenwischen
Q14906854	Naturschutzgebiet_Holzhafen
Q1971071	Naturschutzgebiet_Kiebitzbrack
Q1559139	Naturschutzgebiet_Mühlenberger_Loch/Neßsand
Q1584978	Naturschutzgebiet_Rhee
Q1971441	Naturschutzgebiet_Wittenbergen
Q218603	Naturschutzgebiet_Zollenspieker
Q106605710	Naumannplatz_(Hamburg)
Q19297115	Navigationsschule_Hamburg
Q106094995	NDR-Hörfunkstudios_Hamburg-Rothenbaum
Q1984062	Neßsand
Q106605711	Neanderstraße_(Hamburg)
Q106605712	Neelsenweg
Q114809121	Nehlsstraße
Q106605713	Nehusweg_(Hamburg)
Q114809124	Nettelnburger_Straße
Q108566827	Neuapostolische_Kirche_(Hamburg-Barmbek)
Q108566828	Neuapostolische_Kirche_(Hamburg-Borgfelde)
Q108566829	Neuapostolische_Kirche_(Hamburg-Langenhorn)
Q108566825	Neuapostolische_Kirche_Abendrothsweg
Q110556378	Neubau_am_Geomatikum_(Hamburg)
Q106605714	Neubergerweg
Q106635130	Neue_Burg_(Hamburg)
Q114809125	Neue_Gröningerstraße
Q114809126	Neue_Rabenstraße
Q1979772	Neue_Schule_Hamburg
Q104961642	Neue_Stillhorner_Wettern
Q106605715	Neue_Straße_(Hamburg)
Q114809128	Neuenfelder_Straße_(Hamburg)
Q11938620	Neuengammer_Durchstich
Q114809129	Neuengammer_Hausdeich
Q109614236	Neuengammer_Hausdeich_249
Q109653463	Neuengammer_Hausdeich_97
Q11938622	Neuengammer_Stichkanal
Q98075611	Neuenwallfleet
Q663740	Neuer_Elbtunnel
Q1980152	Neuer_Jungfernstieg
Q27973301	Neuer_Kamp
Q14547022	Neuer_Niendorfer_Friedhof
Q1980212	Neuer_Pferdemarkt
Q106605716	Neuer_Steinweg_(Hamburg)
Q1980234	Neuer_Wall
Q106980761	Neuer_Wall_13
Q106605717	Neuer_Wandrahm
Q1590384	Neuer_Wandrahm_10
Q26260841	Neuerwegsbrücke
Q48756509	Neues_Krematorium_(Hamburg-Ohlsdorf)
Q11938625	Neuhöfer_Kanal
Q114809131	Neuhöfer_Straße_(Hamburg)
Q66049663	Neuhof_(Hamburg)
Q106605718	Neuländer_Elbdeich
Q110915181	Neuländer_Elbdeich_206
Q34418025	Neuländer_Moorwiesen
Q52356228	Neuländer_Wettern
Q1980940	Neumühlen
Q106605721	Neumünstersche_Straße
Q106605719	Neumann-Reichardt-Straße
Q106605720	Neumoorstück
Q106605722	Neustädter_Neuer_Weg
Q114809133	Neustädter_Straße_(Hamburg)
Q1622	Neuwerk
Q106917236	Neuwerk_radar_tower
Q114809134	Neuwiedenthaler_Straße
Q106605724	New-York-Ring
Q64080330	New-York-Ring_6_und_6a
Q114809136	New-York-Weg
Q877805	Niederelbebahn
Q1986601	Niederländisches_Ehrenfeld
Q105374987	Niedernfelder_Brücke
Q114809137	Niedernfelder_Ufer
Q106605725	Niedernstraße_(Hamburg)
Q106605726	Niekampsweg_(Hamburg)
Q67120218	Niels-Stensen-Gymnasium_(Hamburg)
Q114809139	Niemannstraße_(Hamburg)
Q1652585	Niendorfer_Gehege
Q106605727	Niendorfer_Marktplatz
Q1803781	Nienstedtener_Friedhof
Q1989198	Nienstedtener_Kirche
Q103901574	Niewischgraben
Q3081	Nigehörn
Q108566830	Nikodemuskirche_(Hamburg-Ohlsdorf)
Q1991075	Nikolaifleet
Q23893802	Nobelshof
Q1480053	Nobistor
Q106605728	Nonnenstieg_(Hamburg)
Q106605730	Norbert-Schmid-Platz_in_Hamburg-Hummelsbüttel
Q27477441	Nordbake_Neuwerk
Q1997819	Norddeutscher_Regattaverein
Q1997911	Norderelbe
Q106605731	Norderhof_(Hamburg)
Q106605732	Norderkai-Ufer
Q11938935	Norderloch
Q105626768	Norderschule_Finkenwerder
Q106605733	Norderschulweg
Q106605734	Norderstraße_(Hamburg)
Q106605735	Nordkanalstraße
Q114809140	Nordmeerstraße_(Hamburg)
Q114809142	Nordschleswiger_Straße
Q106605736	Normannenweg_(Hamburg)
Q17765644	Norwegische_Seemannskirche_Hamburg
Q106605737	Notkestraße
Q105954837	Notkestraße_23
Q106605738	Novalisweg
Q106605739	Nydamer_Weg
Q1687945	Nyegaard-Stift
Q107291509	Nymphenweg_(Hamburg)
Q107245501	Nymphenweg_22_(Hamburg)
Q15058336	O’Swaldkai
Q106605740	Oben_Borgfelde
Q106605741	Oberaltenallee
Q29015495	Oberbillwerder
Q1821457	Oberfeuer_Tinsdal
Q15058216	Oberhafen
Q19297473	Oberhafenbrücke
Q18005208	Oberhafenkanal
Q2009752	Oberhafenkantine
Q19259073	Oberpostdirektion_Hamburg
Q106605742	Oberschlesische_Straße_(Hamburg)
Q106605743	Oberstraße_(Hamburg)
Q106605744	Ochsenweberstraße
Q106605745	Ochsenwerder_Elbdeich
Q107377393	Ochsenwerder_Elbdeich_251
Q114809159	Ochsenwerder_Landscheideweg
Q106605746	Ochsenwerder_Norderdeich
Q109715802	Ochsenwerder_Norderdeich_210
Q106605747	Oderfelder_Straße_(Hamburg)
Q114809178	Oelckersallee
Q106605748	Oesterleystraße_(Hamburg)
Q106605749	Ohkamp
Q106605750	Ohkampring
Q106605751	Ohlendieck
Q18629535	Ohlendorff'sche_Villa
Q106605752	Ohlendorffstraße_(Hamburg)
Q106605753	Ohlenkamp_(Hamburg)
Q100782248	Ohlmoorgraben
Q106605755	Ohlsdorfer_Straße
Q98382760	Ohmoorgraben
Q896171	Ohnsorg-Theater
Q114809183	Ohrnsweg
Q106605758	Oktaviostraße
Q106605759	Oldenfelder_Straße
Q114809184	Oldesloer_Straße_(Hamburg)
Q106690034	Ole_Enn
Q106605760	Olivaer_Straße
Q45588139	Olympiastützpunkt_Hamburg/Schleswig-Holstein
Q114809185	Oortkatenweg
Q2026630	Operettenhaus_(Hamburg)
Q317455	Opernhaus_am_Gänsemarkt
Q788227	Opernloft
Q106605762	Ophagen
Q106605763	Opitzstraße_(Hamburg)
Q106690030	Oppelner_Straße_(Hamburg)
Q106605764	Ortrudstraße_(Hamburg)
Q106605765	Osakaallee_(Hamburg)
Q2033164	Osdorfer_Born
Q106605766	Osdorfer_Landstraße
Q106485367	Osdorfer_Mühle
Q106605768	Osdorfer_Weg
Q27477445	Ostbake_Neuwerk
Q321993	Osterbek
Q106605769	Osterbekstraße
Q106135763	Osterbekstraße_107
Q106605770	Osterbrook_(Hamburg)
Q1382708	Osterkirche_(Hamburg-Bramfeld)
Q16552799	Osterkirche_(Hamburg-Ottensen)
Q106605771	Osterstraße_(Hamburg)
Q106605772	Ostfrieslandstraße_(Hamburg)
Q106605774	Othmarscher_Kirchenweg
Q106977117	Ottenser_Hauptstraße
Q106605775	Ottenser_Marktplatz
Q2041140	Otto_von_Bahrenpark
Q65966990	Otto-Hahn-Schule_(Hamburg)
Q106690036	Otto-Speckter-Straße
Q15837868	Otto-Wels-Straße_(Hamburg)
Q106605778	Otzenstraße_(Hamburg)
Q114809207	Pöseldorfer_Weg
Q106605818	Püttenhorst
Q106605781	Pagenfelder_Straße
Q2048138	Palmaille
Q106605782	Palmerstraße_(Hamburg)
Q99618356	Pannsgraben
Q1773801	Panoptikum_Hamburg
Q114809188	Panzerstraße_(Hamburg)
Q106605783	Papenhuder_Straße_(Hamburg)
Q114809189	Papenkamp_(Hamburg)
Q106605784	Papenstraße_(Hamburg)
Q106605785	Pappelallee_(Hamburg)
Q106605786	Parkallee_(Hamburg)
Q114809191	Parkstraße_(Hamburg)
Q64577227	Paul-Gerhardt-Kirche_(Hamburg-Bahrenfeld)
Q108566831	Paul-Gerhardt-Kirche_(Hamburg-Wilhelmsburg)
Q108307610	Paul-Gerhardt-Kirche_(Hamburg-Wilstorf)
Q54339437	Paul-Gerhardt-Kirche_(Hamburg-Winterhude)
Q106605790	Paulinenstraße_(Hamburg)
Q106605787	Paul-Nevermann-Platz_(Altona)
Q106605788	Paul-Roosen-Straße
Q106605789	Paul-Sorge-Straße
Q108566832	Pauluskirche_(Hamburg-Hamm)
Q106605791	Pelzerstraße_(Hamburg)
Q106605792	Pepermölenbek
Q106605793	Pergamentweg
Q106605794	Perlstieg
Q104884105	Pestalozzi-Schule_(Hamburg)
Q114809192	Pestalozzistraße_(Hamburg)
Q96655791	Peterstraße_(Hamburg)
Q101421672	Petruskirche_(Hamburg-Lokstedt)
Q11941364	Peutekanal
Q114809194	Peutestraße
Q18629838	Pfeilerbahn_(Hamburg)
Q106605795	Pfenningsbusch
Q67143746	Pferd-Akrobatin_(Gisela_Engelin-Hommes)_Meiendorf_(Hamburg-Rahlstedt)
Q112277937	Pferdestall_(Universität_Hamburg)
Q106605796	Pfingstberg_(Hamburg)
Q62998758	Philemon-Kirche_(Hamburg-Hummelsbüttel)
Q108566834	Philippuskirche_(Hamburg-Eimsbüttel)
Q108566835	Philippuskirche_(Hamburg-Horn)
Q2088197	Philosophenturm_(Hamburg)
Q114809196	Philosophenweg_(Hamburg)
Q99735910	Phoenixhof
Q66004225	Phorms-Schule_Hamburg
Q106605797	Pickhuben_(Hamburg)
Q113212013	Pickhubenbrücke
Q106605798	Pilatuspool
Q76307530	Pinguinbrunnen_(Hamburg)
Q106605799	Pinnasberg
Q114809197	Pinneberger_Straße_(Hamburg)
Q2030268	Pipe_organs_of_St._Michaelis_(Hamburg)
Q114809199	Plöner_Straße_(Hamburg)
Q106605800	Platz_der_Deutschen_Einheit_(Hamburg)
Q106605801	Platz_der_Jüdischen_Deportierten
Q19298641	Platz_der_Republik_(Hamburg)
Q106605812	Poßmoorweg
Q106605802	Poelchaukamp
Q106605803	Poggenmühle
Q100320780	Poggenmühlenbrücke_(Hamburg)
Q106605804	Poggfreedweg
Q30909571	Polish_Consulate,_Hamburg
Q14540553	Polnische_Gedenkstätte_at_Friedhof_Ohlsdorf
Q86665646	Polstjernan_(ship,_1920)
Q106605805	Poolstraße_(Hamburg)
Q106605806	Poppelauweg
Q106605807	Poppenbütteler_Berg
Q75195449	Poppenbütteler_Weg
Q114809200	Poppenbütteler_Weg_(Poppenbüttel)
Q106605809	Poppenbüttler_Hauptstraße
Q106605810	Poppenbüttler_Landstraße
Q110814006	Poppenbüttler_Schleuse
Q106605811	Poppenbüttler_Stieg
Q2105354	Portugiesenviertel
Q2105998	Postbrücke_(Hamburg)
Q1407367	Postgebäude_Schlüterstraße_(Hamburg)
Q106605813	Poststraße_(Hamburg)
Q106605814	Potsdamer_Straße_(Hamburg)
Q114809202	Potsdamer_Ufer
Q106605815	Pröbenweg_(Hamburg)
Q114809203	Preetzer_Straße_(Hamburg)
Q27925553	Prien-Haus
Q114809205	Promenadenstraße_(Hamburg)
Q16886704	Prototyp_(Museum)
Q114438567	Proviantamt_Bahrenfeld
Q1316499	Public_transport_in_Hamburg
Q106605816	Pulverteich_(Hamburg)
Q47208544	Pulverturmsbrücke
Q106605817	Pumpen_(Hamburg)
Q106605819	Quellental_(Hamburg)
Q106605820	Quellenweg_(Hamburg)
Q97768048	Quellgraben_(Tarpenbek)
Q106605821	Quellmoor_(Hamburg)
Q106605822	Querkamp_(Hamburg)
Q18006069	Querkanal
Q108368052	Röbbek_4
Q15059619	Rödingsmarkt
Q97988328	Rödingsmarkt_19
Q79279475	Rögenweg
Q1297111	Römischer_Garten_(Hamburg-Blankenese)
Q114809244	Rönneburger_Straße_(Hamburg)
Q106605862	Rönnkamp
Q99542950	Rönnkampgraben
Q20108802	Röthmoorgraben
Q106605868	Röthmoorweg
Q106605869	Rübenkamp
Q11946496	Rückerskanal
Q106605870	Rückertstraße_(Hamburg)
Q18006488	Rüschkanal
Q1971247	Raakmoor
Q11944363	Raakmoorgraben
Q106605823	Raaksheide
Q106605824	Rabenhorst_(Hamburg)
Q106605825	Raboisen_(Hamburg)
Q114809208	Rademachergang_(Hamburg)
Q114809211	Radickestraße_(Hamburg)
Q878050	Radio_Hamburg
Q826376	Radisson_SAS,_Hamburg
Q316481	Rahlau
