?item	?itemLabel	?coordLabel
<http://www.wikidata.org/entity/Q95931785>	"Stolperstein für Wolfgang Emanuel"@de	"Point(9.951002777 53.575122222)"
<http://www.wikidata.org/entity/Q64632560>	"Stolperstein für Wolfgang Engel"@de	"Point(10.064975 53.556116666)"
<http://www.wikidata.org/entity/Q91111717>	"Stolperstein für Wolfgang Liebeschütz"@de	"Point(9.992905555 53.560316666)"
<http://www.wikidata.org/entity/Q99537621>	"Stolperstein für Wolfgang Lissauer"@de	"Point(9.986583055 53.583843055)"
<http://www.wikidata.org/entity/Q107371017>	"Stolperstein für Wong Liang"@de	"Point(9.960083333 53.551277777)"
<http://www.wikidata.org/entity/Q98242738>	"Stolperstein für Woo Lie Kien"@de	"Point(9.959281 53.551217)"
<http://www.wikidata.org/entity/Q107371020>	"Stolperstein für Young Fung Fa"@de	"Point(9.960083333 53.551277777)"
<http://www.wikidata.org/entity/Q114704810>	"Stolperstein für Yves Saget"@de	"Point(9.989438 53.564814)"
<http://www.wikidata.org/entity/Q63895439>	"Stolperstein für Yvonne Mewes"@de	"Point(10.024241666 53.585530555)"
<http://www.wikidata.org/entity/Q43675912>	"Stolperstein für Yvonne Mewes"@de	"Point(9.992591666 53.583766666)"
<http://www.wikidata.org/entity/Q99537515>	"Stolperstein für Zerline Adler"@de	"Point(9.981158333 53.578719444)"
<http://www.wikidata.org/entity/Q99600063>	"Stolperstein für Zerline Oberschitzky"@de	"Point(9.979924 53.57233)"
<http://www.wikidata.org/entity/Q61965286>	"Stolperstein für Zerline Peritz"@de	"Point(10.044191666 53.567063888)"
<http://www.wikidata.org/entity/Q112630708>	"Stolperstein für Zipora Rahel Friedmann"@de	"Point(9.955079 53.560226)"
<http://www.wikidata.org/entity/Q61955905>	"Stolperstein für Zipora Sophie Heiden"@de	"Point(10.055741666 53.574319444)"
<http://www.wikidata.org/entity/Q91210969>	"Stolperstein für Zita Feldmann"@de	"Point(9.979404 53.567935)"
<http://www.wikidata.org/entity/Q54631362>	"Stolperstein für Zuzana Glaserová"@de	"Point(9.865858333 53.463619444)"
<http://www.wikidata.org/entity/Q98244997>	"Stolperstein für das Schauburg Kino von Hermann Urich Sass"@de	"Point(9.968813888 53.549833333)"
<http://www.wikidata.org/entity/Q55316767>	"Stolperstein für das namenlose Mädchen Beltschikowa"@de	"Point(9.992377777 53.672122222)"
<http://www.wikidata.org/entity/Q99703641>	"Stolperstein für den Sohn von Hermann und Lydia Hoffmann"@de	"Point(9.982335 53.569807)"
<http://www.wikidata.org/entity/Q55317039>	"Stolperstein für den namenlosen Knaben Fedyk"@de	"Point(9.992377777 53.672122222)"
<http://www.wikidata.org/entity/Q55362266>	"Stolperstein für den namenlosen Knaben Stefa"@de	"Point(9.992377777 53.672122222)"
<http://www.wikidata.org/entity/Q98048795>	"Stolperstein für die Bewohner der Beneckestraße"@de	"Point(9.984916666 53.565877777)"
<http://www.wikidata.org/entity/Q100900632>	"Stolperstein für die Liebenden Hertha und Simon Parnass"@de	"Point(9.940472222 53.577519444)"
<http://www.wikidata.org/entity/Q95432983>	"Stolperstein für die Namenlosen"@de	"Point(9.975330555 53.589922222)"
<http://www.wikidata.org/entity/Q98097577>	"Stolperstein für die Zwangsarbeiter bei Noleiko"@de	"Point(9.916169444 53.557572222)"
<http://www.wikidata.org/entity/Q98131099>	"Stolperstein für die gewählten Mitglieder der Hamburgischen Bürgerschaft"@de	"Point(9.992747222 53.550547222)"
<http://www.wikidata.org/entity/Q97782453>	"Stolperstein für die unbekannten Kinder"@de	"Point(10.006022222 53.672244444)"
<http://www.wikidata.org/entity/Q55380169>	"Stolperstein für die unbekannten Kinder des Kinderkrankenhauses Rothenburgsort"@de	"Point(10.045691666 53.534702777)"
<http://www.wikidata.org/entity/Q95431742>	"Stolperstein für ‚Eddy Beuth‘ Marie Aronheim"@de	"Point(9.984202777 53.586761111)"
<http://www.wikidata.org/entity/Q98048223>	"Stolperstein jüdisches Waisenhaus"@de	"Point(9.979404 53.567935)"
<http://www.wikidata.org/entity/Q878324>	"Straßenbahn Hamburg"@de	"Point(9.99222 53.5503)"
<http://www.wikidata.org/entity/Q34379126>	"Streit's Haus Filmtheater"@de	"Point(9.99042 53.55429)"
<http://www.wikidata.org/entity/Q88109495>	"Streits Filmtheater"@de	"Point(9.99042 53.55429)"
<http://www.wikidata.org/entity/Q111192002>	"Studentenwohnheim Billwiese"@de	"Point(10.19205 53.49147)"
<http://www.wikidata.org/entity/Q110400925>	"Studentenwohnheim Grindelallee"@de	"Point(9.98186 53.56678)"
<http://www.wikidata.org/entity/Q110824029>	"Studentenwohnheim Rahlstedt"@de	"Point(10.17544 53.60736)"
<http://www.wikidata.org/entity/Q2358641>	"Studierendenwerk Hamburg"@de	"Point(9.9862 53.56568)"
<http://www.wikidata.org/entity/Q93446070>	"Studio Kino"@de	"Point(9.958468 53.557289)"
<http://www.wikidata.org/entity/Q2358953>	"Stuhlmannbrunnen"@de	"Point(9.9354829 53.5498496)"
<http://www.wikidata.org/entity/Q99690387>	"Störtebeker-Haus"@de	"Point(10.050863888 53.547513888)"
<http://www.wikidata.org/entity/Q11950568>	"Susebek"@de	"Point(10.036616 53.633339)"
<http://www.wikidata.org/entity/Q2375432>	"Synagoge Hohe Weide"@de	"Point(9.969154 53.573034)"
<http://www.wikidata.org/entity/Q2375489>	"Synagoge Neuer Steinweg"@de	"Point(9.977675 53.550226)"
<http://www.wikidata.org/entity/Q107740390>	"Synagoge Newe Schalom (Altona)"@de	"Point(9.947648 53.547588)"
<http://www.wikidata.org/entity/Q113174068>	"Säule mit Figurengruppe"@de	"Point(10.10895 53.53885)"
<http://www.wikidata.org/entity/Q827919>	"Süderelbe"@de	"Point(9.96769 53.48049)"
<http://www.wikidata.org/entity/Q827919>	"Süderelbe"@de	"Point(9.942698 53.502087)"
<http://www.wikidata.org/entity/Q101088155>	"Süderschule"@de	"Point(10.01379 53.64463)"
<http://www.wikidata.org/entity/Q11950701>	"Südkanal"@de	"Point(10.044768 53.549123)"
<http://www.wikidata.org/entity/Q11950702>	"Südliche Wilhelmsburger Wettern"@de	"Point(10.011872222 53.474766666)"
<http://www.wikidata.org/entity/Q11950702>	"Südliche Wilhelmsburger Wettern"@de	"Point(9.987344444 53.487408333)"
<http://www.wikidata.org/entity/Q11950703>	"Südlicher Kirchwerder Sammelgraben"@de	"Point(10.131497222 53.444997222)"
<http://www.wikidata.org/entity/Q11950703>	"Südlicher Kirchwerder Sammelgraben"@de	"Point(10.2078 53.406616666)"
<http://www.wikidata.org/entity/Q35191095>	"Südseehaus"@de	"Point(10.004166666 53.551944444)"
<http://www.wikidata.org/entity/Q25240847>	"Süllberg"@de	"Point(9.8012 53.5594)"
<http://www.wikidata.org/entity/Q61858647>	"Sülldorf"@de	"Point(9.794052777 53.587663888)"
<http://www.wikidata.org/entity/Q1593>	"Sülldorf"@de	"Point(9.794166666 53.585)"
<http://www.wikidata.org/entity/Q111388087>	"TOP CityLine Hotel Panorama Billstedt"@de	"Point(10.10067 53.53965)"
<http://www.wikidata.org/entity/Q111853052>	"TOP CityLine Hotel Panorama Harburg"@de	"Point(9.98486 53.45882)"
<http://www.wikidata.org/entity/Q1524874>	"TRUDE"@de	"Point(10.04433333 53.58483333)"
<http://www.wikidata.org/entity/Q1147670>	"TSV Sasel"@de	"Point(10.111409 53.654937)"
<http://www.wikidata.org/entity/Q50039025>	"Tagesklinik Altonaer Straße"@de	"Point(9.9630477 53.5647801)"
<http://www.wikidata.org/entity/Q1236450>	"Tansania-Park"@de	"Point(10.133889 53.583611)"
<http://www.wikidata.org/entity/Q1285521>	"Tanzende Türme"@de	"Point(9.96816667 53.54961111)"
<http://www.wikidata.org/entity/Q105171513>	"Tanzendes Vierländer Paar"@de	"Point(10.22774 53.49213)"
<http://www.wikidata.org/entity/Q317889>	"Tarpenbek"@de	"Point(9.9896 53.5967)"
<http://www.wikidata.org/entity/Q317889>	"Tarpenbek"@de	"Point(10.003604 53.69054)"
<http://www.wikidata.org/entity/Q61858643>	"Tatenberg"@de	"Point(10.085622222 53.495552777)"
<http://www.wikidata.org/entity/Q2428>	"Tatenberg"@de	"Point(10.083333333 53.483333333)"
<http://www.wikidata.org/entity/Q19309838>	"Tatenberger Schleuse"@de	"Point(10.076081 53.499305)"
<http://www.wikidata.org/entity/Q113178274>	"Tauchender Fisch"@de	"Point(9.96085 53.5547)"
<http://www.wikidata.org/entity/Q1060>	"Technische Universität Hamburg"@de	"Point(9.969505555 53.460958333)"
<http://www.wikidata.org/entity/Q2401758>	"Telemann-Museum"@de	"Point(9.97654722 53.55123889)"
<http://www.wikidata.org/entity/Q20754446>	"Terrassenhäuser in der Hamburger Josephstraße"@de	"Point(10.07909298 53.5737114)"
<http://www.wikidata.org/entity/Q107013923>	"Teufelsbek"@de	"Point(9.873333333 53.554722222)"
<http://www.wikidata.org/entity/Q317901>	"Teufelsbrück"@de	"Point(9.86303 53.546411)"
<http://www.wikidata.org/entity/Q317901>	"Teufelsbrück"@de	"Point(9.866077 53.547438)"
<http://www.wikidata.org/entity/Q1683945>	"Texterschmiede Hamburg"@de	"Point(10.0253463 53.5450379)"
<http://www.wikidata.org/entity/Q456499>	"Thalia Theater"@de	"Point(9.99827778 53.55197222)"
<http://www.wikidata.org/entity/Q60798184>	"Thalia-Theater"@de	"Point(9.99802 53.55183)"
<http://www.wikidata.org/entity/Q2408858>	"Thaliahof"@de	"Point(9.99805556 53.55166667)"
<http://www.wikidata.org/entity/Q2411082>	"The English Theatre of Hamburg"@de	"Point(10.02863889 53.56930556)"
<http://www.wikidata.org/entity/Q111111660>	"The Hostel"@de	"Point(9.91047 53.60326)"
<http://www.wikidata.org/entity/Q84598294>	"The Table"@de	"Point(10.0031 53.5426)"
<http://www.wikidata.org/entity/Q21042054>	"Theater 53"@de	"Point(10.036316 53.562354)"
<http://www.wikidata.org/entity/Q2415813>	"Theater Istasyon"@de	"Point(9.94624 53.556411)"
<http://www.wikidata.org/entity/Q15850587>	"Theater an der Elbe"@de	"Point(9.974779 53.539778)"
<http://www.wikidata.org/entity/Q1646022>	"Theater an der Marschnerstraße"@de	"Point(10.0401643 53.5737278)"
<http://www.wikidata.org/entity/Q26794477>	"Theater das Zimmer"@de	"Point(10.089395 53.549702)"
<http://www.wikidata.org/entity/Q835524>	"Theater im Hafen Hamburg"@de	"Point(9.973226 53.53995)"
<http://www.wikidata.org/entity/Q51920>	"Theater im Zimmer"@de	"Point(9.997 53.57339)"
<http://www.wikidata.org/entity/Q1407572>	"Theater in der Basilika"@de	"Point(9.925797 53.55633)"
<http://www.wikidata.org/entity/Q26794490>	"Theater in der Speicherstadt"@de	"Point(9.990277777 53.543333333)"
<http://www.wikidata.org/entity/Q26794478>	"Theater in der Washingtonallee"@de	"Point(10.089395 53.549702)"
<http://www.wikidata.org/entity/Q46017491>	"Theater „Haus im Park“"@de	"Point(10.21899 53.48912)"
<http://www.wikidata.org/entity/Q105101676>	"Thedestraße 101"@de	"Point(9.94955 53.55496)"
<http://www.wikidata.org/entity/Q105164959>	"Thedestraße 39"@de	"Point(9.94839 53.55279)"
<http://www.wikidata.org/entity/Q69895611>	"Theodor-Haubach-Schule"@de	"Point(9.94144 53.55948)"
<http://www.wikidata.org/entity/Q50038977>	"Therapiezentrum Harburg"@de	"Point(9.9820444 53.4618585)"
<http://www.wikidata.org/entity/Q102500128>	"Theresienstieg"@de	"Point(10.01391 53.57015)"
<http://www.wikidata.org/entity/Q11722103>	"Thomaskirche (Meiendorf)"@de	"Point(10.15858333 53.61916667)"
<http://www.wikidata.org/entity/Q19964166>	"Thörls Park"@de	"Point(10.045323 53.556243)"
<http://www.wikidata.org/entity/Q11951817>	"Tidekanal"@de	"Point(10.066866666 53.525361111)"
<http://www.wikidata.org/entity/Q11951817>	"Tidekanal"@de	"Point(10.105919444 53.525641666)"
<http://www.wikidata.org/entity/Q82687136>	"Tiefbunker Berlinertordamm"@de	"Point(10.026388888 53.553333333)"
<http://www.wikidata.org/entity/Q23786557>	"Tiefbunker Dag-Hammarskjöld-Platz"@de	"Point(9.991388888 53.558588888)"
<http://www.wikidata.org/entity/Q23786547>	"Tiefbunker Kennedybrücke"@de	"Point(9.996688888 53.557788888)"
<http://www.wikidata.org/entity/Q2431819>	"Tiefbunker Steintorwall"@de	"Point(10.00583333 53.5525)"
<http://www.wikidata.org/entity/Q2432007>	"Tiefstack"@de	"Point(10.063541 53.527898)"
<http://www.wikidata.org/entity/Q11951820>	"Tiefstackkanal"@de	"Point(10.060730555 53.528088888)"
<http://www.wikidata.org/entity/Q11951820>	"Tiefstackkanal"@de	"Point(10.073388888 53.536608333)"
<http://www.wikidata.org/entity/Q2432764>	"Tiger (Schiff, 1910)"@de	"Point(9.914166666 53.543611111)"
<http://www.wikidata.org/entity/Q66361511>	"Timmerlohbrücke"@de	"Point(10.016388888 53.657777777)"
<http://www.wikidata.org/entity/Q1612616>	"Timmermoor"@de	"Point(10.140939 53.663243)"
<http://www.wikidata.org/entity/Q2435913>	"Tinsdal"@de	"Point(9.74877778 53.57138333)"
<http://www.wikidata.org/entity/Q88271283>	"Tivoli-Theater"@de	"Point(9.9388728 53.5738858)"
<http://www.wikidata.org/entity/Q2439345>	"Tollerort"@de	"Point(9.948 53.533)"
<http://www.wikidata.org/entity/Q69087081>	"Tonhalle August Heiden"@de	"Point(9.98813 53.55218)"
<http://www.wikidata.org/entity/Q1828>	"Tonndorf"@de	"Point(10.124769444 53.586130555)"
<http://www.wikidata.org/entity/Q7769600>	"Top Ten Club"@de	"Point(9.959480555 53.54975)"
<http://www.wikidata.org/entity/Q7831092>	"Trabrennbahn Bahrenfeld"@de	"Point(9.892222 53.576667)"
<http://www.wikidata.org/entity/Q15132482>	"Trabrennbahn Farmsen"@de	"Point(10.10305556 53.59472222)"
<http://www.wikidata.org/entity/Q114681206>	"Transwaggon GmbH"@de	"Point(10.02475237 53.573550318)"
<http://www.wikidata.org/entity/Q28498635>	"Treppenviertel"@de	"Point(9.808055555 53.557222222)"
<http://www.wikidata.org/entity/Q114377018>	"Treudelberg"@de	"Point(10.1005882 53.6714054)"
<http://www.wikidata.org/entity/Q105510161>	"Trilluper Weg 3, 5"@de	"Point(10.1102 53.70692)"
<http://www.wikidata.org/entity/Q2453546>	"Trinity"@de	"Point(9.95818333 53.56600833)"
<http://www.wikidata.org/entity/Q18681278>	"Trinkhalle (Hamburg)"@de	"Point(10.01407 53.59274)"
<http://www.wikidata.org/entity/Q76306883>	"Trinkwasser-Spender an den Landungsbrücken"@de	"Point(9.971903 53.5452742)"
<http://www.wikidata.org/entity/Q76307473>	"Trinkwasserbrunnen am Stadtpark"@de	"Point(10.015279 53.5922244)"
<http://www.wikidata.org/entity/Q76308445>	"Trinkwasserstelle und WC-Anlage am Berliner Tor"@de	"Point(10.0240361 53.5532589)"
<http://www.wikidata.org/entity/Q878166>	"Trockendock Elbe 17"@de	"Point(9.96305556 53.54166667)"
<http://www.wikidata.org/entity/Q1718039>	"Tunnel Club"@de	"Point(9.966295 53.550405)"
<http://www.wikidata.org/entity/Q28777584>	"Turnerbund Hamburg-Eilbeck"@de	"Point(10.044877 53.568187)"
<http://www.wikidata.org/entity/Q105336448>	"Tweeltenbek"@de	"Point(10.017283 53.677854)"
<http://www.wikidata.org/entity/Q105336457>	"Tweeltenbek"@de	"Point(10.021293 53.676676)"
<http://www.wikidata.org/entity/Q28738541>	"TÜV NORD Service GmbH, Bibliothek"@de	"Point(9.93796 53.57366)"
<http://www.wikidata.org/entity/Q882620>	"U-434"@de	"Point(9.955217 53.544941)"
<http://www.wikidata.org/entity/Q6445>	"U-Bahn Hamburg"@de	"Point(10.033333333 53.566666666)"
<http://www.wikidata.org/entity/Q111746891>	"U-Bahnbrücke Osterbekkanal"@de	"Point(10.0459966 53.5839074)"
<http://www.wikidata.org/entity/Q2804230>	"U-Bahnhof Alsterdorf"@de	"Point(10.01166667 53.60638889)"
<http://www.wikidata.org/entity/Q2465828>	"U-Bahnhof Alter Teichweg"@de	"Point(10.06444444 53.58666667)"
<http://www.wikidata.org/entity/Q52690491>	"U-Bahnhof Berliner Tor"@de	"Point(10.023099 53.553382)"
<http://www.wikidata.org/entity/Q2465844>	"U-Bahnhof Billstedt"@de	"Point(10.1069 53.5425)"
<http://www.wikidata.org/entity/Q2465845>	"U-Bahnhof Borgweg"@de	"Point(10.015 53.59083333)"
<http://www.wikidata.org/entity/Q15103466>	"U-Bahnhof Buchenkamp"@de	"Point(10.1851152 53.6529168)"
<http://www.wikidata.org/entity/Q2804233>	"U-Bahnhof Burgstraße"@de	"Point(10.0417534 53.5555107)"
<http://www.wikidata.org/entity/Q1719687>	"U-Bahnhof Christuskirche"@de	"Point(9.96222222 53.56944444)"
<http://www.wikidata.org/entity/Q1233681>	"U-Bahnhof Dehnhaide"@de	"Point(10.0408816 53.5792577)"
<http://www.wikidata.org/entity/Q79851966>	"U-Bahnhof Elbbrücken"@de	"Point(10.02323 53.53481)"
<http://www.wikidata.org/entity/Q2152075>	"U-Bahnhof Emilienstraße"@de	"Point(9.9525 53.57166667)"
<http://www.wikidata.org/entity/Q2465872>	"U-Bahnhof Eppendorfer Baum"@de	"Point(9.985 53.58361111)"
<http://www.wikidata.org/entity/Q1584382>	"U-Bahnhof Farmsen"@de	"Point(10.117778 53.607222)"
<http://www.wikidata.org/entity/Q15076918>	"U-Bahnhof Fuhlsbüttel"@de	"Point(10.0264 53.6325)"
<http://www.wikidata.org/entity/Q14540885>	"U-Bahnhof Fuhlsbüttel Nord"@de	"Point(10.01666667 53.63972222)"
<http://www.wikidata.org/entity/Q822899>	"U-Bahnhof Gänsemarkt"@de	"Point(9.98694444 53.55555556)"
<http://www.wikidata.org/entity/Q3782339>	"U-Bahnhof Habichtstraße"@de	"Point(10.05194444 53.59361111)"
<http://www.wikidata.org/entity/Q209340>	"U-Bahnhof HafenCity Universität"@de	"Point(10.008515 53.540505)"
<http://www.wikidata.org/entity/Q2363470>	"U-Bahnhof Hagenbecks Tierpark"@de	"Point(9.94388889 53.59277778)"
<http://www.wikidata.org/entity/Q2465907>	"U-Bahnhof Hagendeel"@de	"Point(9.945 53.60361111)"
<http://www.wikidata.org/entity/Q617501>	"U-Bahnhof Hallerstraße"@de	"Point(9.988997222 53.572844444)"
<http://www.wikidata.org/entity/Q2465914>	"U-Bahnhof Hammer Kirche"@de	"Point(10.055 53.55555556)"
<http://www.wikidata.org/entity/Q3783675>	"U-Bahnhof Hauptbahnhof Nord"@de	"Point(10.0076 53.5545)"
<http://www.wikidata.org/entity/Q3783676>	"U-Bahnhof Hauptbahnhof Süd"@de	"Point(10.0098 53.5523)"
<http://www.wikidata.org/entity/Q98961645>	"U-Bahnhof Hellkamp"@de	"Point(9.948889 53.579444)"
<http://www.wikidata.org/entity/Q3786232>	"U-Bahnhof Hoheluftbrücke"@de	"Point(9.97583333 53.5775)"
<http://www.wikidata.org/entity/Q42313180>	"U-Bahnhof Horner Geest"@de	"Point(10.107475 53.559037)"
<http://www.wikidata.org/entity/Q2465936>	"U-Bahnhof Horner Rennbahn"@de	"Point(10.0850147 53.5539061)"
<http://www.wikidata.org/entity/Q2465932>	"U-Bahnhof Hudtwalckerstraße"@de	"Point(9.99611 53.594336)"
<http://www.wikidata.org/entity/Q2465945>	"U-Bahnhof Joachim-Mähl-Straße"@de	"Point(9.94972222 53.62888889)"
<http://www.wikidata.org/entity/Q30890676>	"U-Bahnhof Jungfernstieg"@de	"Point(9.993707 53.552987)"
<http://www.wikidata.org/entity/Q2465965>	"U-Bahnhof Kellinghusenstraße"@de	"Point(9.991111 53.588889)"
<http://www.wikidata.org/entity/Q15103437>	"U-Bahnhof Kiwittsmoor"@de	"Point(10.0161195 53.6749477)"
<http://www.wikidata.org/entity/Q15098644>	"U-Bahnhof Klein Borstel"@de	"Point(10.0333 53.6278)"
<http://www.wikidata.org/entity/Q15851861>	"U-Bahnhof Langenhorn Markt"@de	"Point(10.0172 53.6489)"
<http://www.wikidata.org/entity/Q15851862>	"U-Bahnhof Langenhorn Nord"@de	"Point(10.0175 53.6608)"
<http://www.wikidata.org/entity/Q6591260>	"U-Bahnhof Lattenkamp"@de	"Point(9.994581 53.599889)"
<http://www.wikidata.org/entity/Q2465975>	"U-Bahnhof Legienstraße"@de	"Point(10.0963 53.547)"
<http://www.wikidata.org/entity/Q180052>	"U-Bahnhof Lohmühlenstraße"@de	"Point(10.02 53.556944)"
<http://www.wikidata.org/entity/Q2252910>	"U-Bahnhof Lutterothstraße"@de	"Point(9.9475 53.58194444)"
<http://www.wikidata.org/entity/Q3853997>	"U-Bahnhof Meiendorfer Weg"@de	"Point(10.15611111 53.63888889)"
<http://www.wikidata.org/entity/Q1694188>	"U-Bahnhof Merkenstraße"@de	"Point(10.124 53.5385)"
<http://www.wikidata.org/entity/Q275505>	"U-Bahnhof Messehallen"@de	"Point(9.97666667 53.55777778)"
<http://www.wikidata.org/entity/Q826773>	"U-Bahnhof Meßberg"@de	"Point(9.999722 53.547778)"
<http://www.wikidata.org/entity/Q99292234>	"U-Bahnhof Moldauhafen"@de	"Point(10.014911111 53.528944444)"
<http://www.wikidata.org/entity/Q658720>	"U-Bahnhof Mundsburg"@de	"Point(10.0275 53.57111111)"
<http://www.wikidata.org/entity/Q827247>	"U-Bahnhof Mönckebergstraße"@de	"Point(10.00137806 53.55121001)"
<http://www.wikidata.org/entity/Q2466005>	"U-Bahnhof Mümmelmannsberg"@de	"Point(10.149951 53.527975)"
<http://www.wikidata.org/entity/Q2466015>	"U-Bahnhof Niendorf Markt"@de	"Point(9.95152778 53.61972222)"
<http://www.wikidata.org/entity/Q2363905>	"U-Bahnhof Niendorf Nord"@de	"Point(9.95 53.640556)"
<http://www.wikidata.org/entity/Q2466023>	"U-Bahnhof Ochsenzoll"@de	"Point(10.00138889 53.67805556)"
<http://www.wikidata.org/entity/Q3881293>	"U-Bahnhof Ohlstedt"@de	"Point(10.13722222 53.69472222)"
<http://www.wikidata.org/entity/Q18632070>	"U-Bahnhof Oldenfelde"@de	"Point(10.129416 53.618113)"
<http://www.wikidata.org/entity/Q2151985>	"U-Bahnhof Osterstraße"@de	"Point(9.95166667 53.57625)"
<http://www.wikidata.org/entity/Q831350>	"U-Bahnhof Rathaus"@de	"Point(9.99361111 53.55027778)"
<http://www.wikidata.org/entity/Q2466044>	"U-Bahnhof Rauhes Haus"@de	"Point(10.06611111 53.55416667)"
<http://www.wikidata.org/entity/Q1650147>	"U-Bahnhof Ritterstraße"@de	"Point(10.04472222 53.56722222)"
<http://www.wikidata.org/entity/Q2466059>	"U-Bahnhof Saarlandstraße"@de	"Point(10.0325 53.58888889)"
<http://www.wikidata.org/entity/Q2363888>	"U-Bahnhof Schippelsweg"@de	"Point(9.9525 53.63527778)"
<http://www.wikidata.org/entity/Q2466068>	"U-Bahnhof Sengelmannstraße"@de	"Point(10.022001 53.609377)"
<http://www.wikidata.org/entity/Q1417831>	"U-Bahnhof Sierichstraße"@de	"Point(10.00111111 53.59027778)"
<http://www.wikidata.org/entity/Q826353>	"U-Bahnhof St. Pauli"@de	"Point(9.97 53.55027778)"
<http://www.wikidata.org/entity/Q2466074>	"U-Bahnhof Steinfurther Allee"@de	"Point(10.1392 53.541)"
<http://www.wikidata.org/entity/Q827583>	"U-Bahnhof Steinstraße"@de	"Point(10.00583333 53.55)"
<http://www.wikidata.org/entity/Q826484>	"U-Bahnhof Stephansplatz"@de	"Point(9.98916667 53.55861111)"
<http://www.wikidata.org/entity/Q42321557>	"U-Bahnhof Stoltenstraße"@de	"Point(10.098597 53.556949)"
<http://www.wikidata.org/entity/Q6590961>	"U-Bahnhof Straßburger Straße"@de	"Point(10.067575 53.582226)"
<http://www.wikidata.org/entity/Q3997085>	"U-Bahnhof Trabrennbahn"@de	"Point(10.10194444 53.59805556)"
<http://www.wikidata.org/entity/Q4016141>	"U-Bahnhof Volksdorf"@de	"Point(10.16305556 53.65055556)"
<http://www.wikidata.org/entity/Q2466085>	"U-Bahnhof Wandsbek Markt"@de	"Point(10.06777778 53.57194444)"
<http://www.wikidata.org/entity/Q1398047>	"U-Bahnhof Wandsbek-Gartenstadt"@de	"Point(10.07643 53.59255)"
<http://www.wikidata.org/entity/Q2466086>	"U-Bahnhof Wartenau"@de	"Point(10.03444444 53.56416667)"
<http://www.wikidata.org/entity/Q209371>	"U-Bahnhof Überseequartier"@de	"Point(9.99888889 53.54055556)"
<http://www.wikidata.org/entity/Q781351>	"U3"@de	"Point(9.9932 53.5402)"
<http://www.wikidata.org/entity/Q209739>	"U4"@de	"Point(9.9932309 53.5401807)"
<http://www.wikidata.org/entity/Q34379138>	"UCI Kinowelt Mundsburg"@de	"Point(10.02729 53.57145)"
<http://www.wikidata.org/entity/Q69811606>	"UCI Kinowelt Wandsbek"@de	"Point(10.0971296 53.5873366)"
<http://www.wikidata.org/entity/Q2467481>	"UNESCO Institute for Lifelong Learning"@de	"Point(9.9767715 53.5685666)"
<http://www.wikidata.org/entity/Q108737490>	"UZR GmbH & Co KG"@de	"Point(10.0654918 53.5787003)"
<http://www.wikidata.org/entity/Q2473531>	"Uebel & Gefährlich"@de	"Point(9.96968 53.55655)"
<http://www.wikidata.org/entity/Q34379156>	"Ufa-Palast"@de	"Point(9.98881 53.55548)"
<http://www.wikidata.org/entity/Q69496617>	"Ufa-Palast"@de	"Point(9.98726 53.55581)"
<http://www.wikidata.org/entity/Q100699871>	"Ufa-Palast am Grindel"@de	"Point(9.977516 53.573145)"
<http://www.wikidata.org/entity/Q1143>	"Uhlenhorst"@de	"Point(10.0127361 53.5715093)"
<http://www.wikidata.org/entity/Q18632090>	"Uhlenhorster Fährhaus"@de	"Point(10.006571 53.575111)"
<http://www.wikidata.org/entity/Q18008736>	"Uhlenhorster Kanal"@de	"Point(10.0172 53.5735)"
<http://www.wikidata.org/entity/Q101001904>	"Uhrmacherschule Altona"@de	"Point(9.93344 53.54932)"
<http://www.wikidata.org/entity/Q53140587>	"Umspannwerk Hamburg/Ost"@de	"Point(10.158055555 53.555)"
<http://www.wikidata.org/entity/Q53141282>	"Umspannwerk Hamburg/Süd"@de	"Point(9.908611111 53.487777777)"
<http://www.wikidata.org/entity/Q53224686>	"Umspannwerk Neuhof"@de	"Point(9.961666666 53.515833333)"
<http://www.wikidata.org/entity/Q2494414>	"Unilever-Haus (HafenCity)"@de	"Point(9.993388888 53.539083333)"
<http://www.wikidata.org/entity/Q30270607>	"Universitäres Herz- und Gefäßzentrum"@de	"Point(9.928745 53.598484)"
<http://www.wikidata.org/entity/Q156725>	"Universität Hamburg"@de	"Point(9.984776342 53.565651296)"
<http://www.wikidata.org/entity/Q87615849>	"Universitätsarchiv Hamburg"@de	"Point(9.995030555 53.564077777)"
<http://www.wikidata.org/entity/Q1436042>	"Universitätsbibliothek der Helmut-Schmidt-Universität"@de	"Point(10.109881 53.567818)"
<http://www.wikidata.org/entity/Q316207>	"Universitätsklinikum Hamburg-Eppendorf"@de	"Point(9.976667 53.591389)"
<http://www.wikidata.org/entity/Q2497432>	"Unterelbe"@de	"Point(9.58333 53.6)"
<http://www.wikidata.org/entity/Q21528852>	"Unterelbebahnhof"@de	"Point(9.9779252 53.4651299)"
<http://www.wikidata.org/entity/Q58215568>	"Unterer Wittsand"@de	"Point(8.388333333 53.921944444)"
<http://www.wikidata.org/entity/Q28375608>	"Unterfeuer Altenwerder"@de	"Point(9.939933333 53.49645)"
<http://www.wikidata.org/entity/Q111842998>	"Unterstufenhaus des Gymnasium Blankenese"@de	"Point(9.80526 53.561)"
<http://www.wikidata.org/entity/Q2499121>	"Untersuchungshaftanstalt Hamburg"@de	"Point(9.978982 53.558087)"
