Q106605756	Category:%C3%96jendorfer_Damm
Q19285654	Category:Hohe_Br%C3%BCcke_(Hamburg)
Q106605418	Category:Hohe_Landwehr
Q106605419	Category:Hohe_Liedt
Q21000810	Category:Hohe_Schaar
Q106605420	Category:Hohe_Stra%C3%9Fe_(Hamburg)
Q106605422	Category:Hohe_Weide_(Hamburg)
Q106605423	Category:Hoheluftchaussee
Q1543317	Category:Hohendeicher_See
Q114808908	Category:Hohenfelder_Allee
Q106605424	Category:Hohenfelder_Terrasse
Q112208581	Category:Hohenhorst_(Hamburg)
Q106605425	Category:Hohensteiner_Stra%C3%9Fe_(Hamburg)
Q114808910	Category:Hohenwischer_Stra%C3%9Fe
Q111204014	Category:Hohenwischer_Stra%C3%9Fe_209
Q106605426	Category:Hohenzollernring_(Hamburg)
Q114808912	Category:Hoherade
Q106605427	Category:Hohler_Weg_(Hamburg)
Q106605428	Category:Hohnerkamp_(Hamburg)
Q1624677	Category:Holiday_Inn_Hamburg-Rothenburgsort
Q106605431	Category:Holitzberg
Q100724886	Category:Holl%C3%A4ndischbrookfleetbr%C3%BCcke
Q106605432	Category:Holl%C3%A4ndische_Reihe
Q106605433	Category:Holl%C3%A4ndischer_Brook
Q106605434	Category:Holmbrook_(Hamburg)
Q114808914	Category:Holsteiner_Chaussee
Q106605435	Category:Holsteinischer_Kamp
Q106605437	Category:Holstenglacis
Q106605438	Category:Holstenhofweg
Q106605439	Category:Holstenkamp
Q106605440	Category:Holstenplatz_(Hamburg)
Q1625144	Category:Holstenstra%C3%9Fe_(Hamburg)
Q106605442	Category:Holstentwiete_(Hamburg)
Q106605443	Category:Holstenwall
Q106605444	Category:Holtkoppel
Q99193081	Category:Holtkoppelgraben
Q106605446	Category:Holzdamm_(Hamburg)
Q61019802	Category:Holzhafen_(Hamburg)
Q11926029	Category:Honigfabrik
Q103488196	Category:Hopfengraben_(Osterbek)
Q18625733	Category:Hopfenmarkt_(Hamburg)
Q106605448	Category:Hopfensack_(Hamburg)
Q106605449	Category:Hopfenstra%C3%9Fe_(Hamburg)
Q114808915	Category:Hoppenstedtstra%C3%9Fe_(Hamburg)
Q106605450	Category:Horner_Landstra%C3%9Fe
Q822397	Category:Horner_Rennbahn
Q105797772	Category:Horner_Warteschule
Q106605451	Category:Horner_Weg_(Hamburg)
Q114808917	Category:Hornkamp_(Hamburg)
Q11926062	Category:Horstbek
Q114808919	Category:Horster_Damm_(Hamburg)
Q109730513	Category:Horster_Damm_170
Q106605452	Category:Hospitalstra%C3%9Fe_(Hamburg)
Q106832812	Category:Hospitalstra%C3%9Fe_107_(Hamburg)
Q106832769	Category:Hospitalstra%C3%9Fe_109_(Hamburg)
Q873918	Category:Hotel_Atlantic
Q19285786	Category:Hotel_Hafen_Hamburg
Q1630936	Category:Hotel_Kaiserhof_(Hamburg)
Q15816032	Category:Hotel_Reichshof_(Hamburg)
Q1630947	Category:Hotelrestaurant_Louis_C._Jacob
Q11926137	Category:Hovekanal
Q114808920	Category:Hovestra%C3%9Fe_(Hamburg)
Q113190319	Category:Howaldtbr%C3%BCcke
Q566169	Category:HSV_Barmbek-Uhlenhorst
Q106605454	Category:Hudtwalckerstra%C3%9Fe_(Hamburg)
Q106605456	Category:Hufnerstra%C3%9Fe
Q106605457	Category:Hufnertwiete
Q114808924	Category:Hugh-Greene-Weg
Q1586687	Category:Hulbehaus
Q18625813	Category:Humboldtstra%C3%9Fe_(Hamburg)
Q76307650	Category:Hummelbrunnen
Q106605461	Category:Hummelsb%C3%BCtteler_Kirchenweg
Q114808926	Category:Hummelsb%C3%BCtteler_Landstra%C3%9Fe
Q1971048	Category:Hummelsb%C3%BCtteler_Moore
Q99529442	Category:Hummelsb%C3%BCtteler_Moorgraben
Q106605462	Category:Hummelsb%C3%BCttler_Hauptstra%C3%9Fe
Q27883350	Category:Hummelsee_Hamburg-Hummelsb%C3%BCttel
Q114808930	Category:Husumer_Stra%C3%9Fe_(Hamburg)
Q6063200	Category:Hygieia-Brunnen,_Hamburg
Q800300	Category:ICE-Bahnbetriebswerk_Hamburg-Eidelstedt
Q61050545	Category:Ida-Ehre-Platz
Q1656469	Category:Ida-Ehre-Schule
Q106605465	Category:Ifflandstra%C3%9Fe_(Hamburg)
Q106605466	Category:Ilandkoppel
Q66023291	Category:Ilse-L%C3%B6wenstein-Schule
Q106605467	Category:Im_Allhorn
Q106605468	Category:Im_Alten_Dorfe_(Hamburg)
Q106605469	Category:Im_Gr%C3%BCnen_Grunde
Q106605470	Category:Im_Tale_(Hamburg)
Q668264	Category:Imam-Ali-Moschee_(Hamburg)
Q21974170	Category:Immanuel-Kant-Gymnasium_(Hamburg)
Q59660033	Category:Immanuelkirche_(Hamburg-Veddel)
Q106605471	Category:Immenbarg
Q106605473	Category:Immenh%C3%B6ven
Q106605472	Category:Immenhof
Q2229170	Category:IMO_5010323
Q883560	Category:IMO_5046281
Q858079	Category:IMO_5060794
Q106605474	Category:Imstedt
Q11926621	Category:Industriekanal
Q114808932	Category:Industriestra%C3%9Fe_(Hamburg)
Q19286112	Category:Informationszentrum_NS-Zwangsarbeit
Q114808935	Category:Ingwersens_Weg
Q1418566	Category:Innocentiapark
Q106605475	Category:Innocentiastra%C3%9Fe
Q11926692	Category:Inselkanal
Q1664496	Category:Inselschule_Neuwerk
Q1664858	Category:Institut_f%C3%BCr_Friedensforschung_und_Sicherheitspolitik_an_der_Universit%C3%A4t_Hamburg
Q1362568	Category:Institut_f%C3%BCr_Hygiene_und_Umwelt
Q6052961	Category:International_School_Hamburg
Q639118	Category:International_Tribunal_for_the_Law_of_the_Sea
Q19906297	Category:Internationale_Gartenbauausstellung_1973
Q14540762	Category:Internationale_Gartenschau_2013
Q937608	Category:Internationales_Maritimes_Museum_Hamburg
Q66322772	Category:Irena-Sendler-Schule_(Hamburg)
Q1464580	Category:Isebekkanal
Q111205397	Category:Isekai
Q106605476	Category:Iserbarg
Q106605477	Category:Iserlohner_Stieg
Q63196749	Category:Isestra%C3%9Fe
Q106605478	Category:Islandstra%C3%9Fe_(Hamburg)
Q1598945	Category:Israelitische_T%C3%B6chterschule_(Hamburg)
Q1674737	Category:Israelitisches_Krankenhaus_Hamburg
Q15264626	Category:Italienische_Kriegsgr%C3%A4berst%C3%A4tte_Hamburg-%C3%96jendorf
Q114808945	Category:J%C3%A4gerstra%C3%9Fe_(Hamburg)
Q1414486	Category:J%C3%BCdischer_Friedhof_(Altona)
Q1713655	Category:J%C3%BCdischer_Friedhof_(Hamburg-Ottensen)
Q1716702	Category:J%C3%BCdischer_Friedhof_(Kohlh%C3%B6fen)
Q1716734	Category:J%C3%BCdischer_Friedhof_(Neuer_Steinweg)
Q1716638	Category:J%C3%BCdischer_Friedhof_Bornkampsweg_(Hamburg-Bahrenfeld)
Q1605511	Category:J%C3%BCdischer_Friedhof_Jenfelder_Stra%C3%9Fe_(Hamburg-Tonndorf)
Q1716773	Category:J%C3%BCdischer_Friedhof_K%C3%B6nigsreihe_(Hamburg-Wandsbek)
Q1716716	Category:J%C3%BCdischer_Friedhof_Langenfelde_(Hamburg-Eimsb%C3%BCttel)
Q1262883	Category:J%C3%BCdischer_Friedhof_Ohlsdorf
Q106605497	Category:J%C3%BCrgensallee
Q106605498	Category:J%C3%BCthornstra%C3%9Fe
Q106605499	Category:J%C3%BCtlandring
Q96757418	Category:Jaarsmoorgraben
Q15820609	Category:Jacobipark
Q32062874	Category:Jaffe-Davids-Kanal
Q51763551	Category:Jahnbr%C3%BCcke
Q108344656	Category:Jahnkampfbahn_(Hamburg)
Q114808936	Category:Jakobikirchhof_(Hamburg)
Q110572900	Category:Jan-Fedder-Promenade
Q106605479	Category:Jan-Valkenburg-Stra%C3%9Fe
Q1683705	Category:Jarrestadt
Q106605480	Category:Jarrestra%C3%9Fe
Q106605482	Category:Jean-Dolidier-Weg
Q106605483	Category:Jean-Paul-Weg_(Hamburg)
Q106832145	Category:Jenckelhaus
Q106605484	Category:Jenfelder_Allee
Q14541072	Category:Jenfelder_Bach
Q106605485	Category:Jenfelder_Stra%C3%9Fe
Q66759004	Category:Jenisch-Gymnasium
Q1686858	Category:Jenisch-Haus
Q25089266	Category:Jenischpark
Q106605486	Category:Jenischstra%C3%9Fe_(Hamburg)
Q28836438	Category:Jerusalem-Kirche_(Hamburg-Eimsb%C3%BCttel)
Q56640840	Category:Johann_Adolf_Hasse_Museum,_Hamburg
Q1694545	Category:Johann_Heinrich_von_Th%C3%BCnen-Institut
Q106605487	Category:Johann-Adolf-Hasse-Platz
Q28465285	Category:Johannes-Brahms-Gymnasium_(Hamburg)
Q26772401	Category:Johanneskirche_(Hamburg-Rissen)
Q108566787	Category:Johanneskirche_(Hamburg-Rotherbaum)
Q21037005	Category:Johannes-Prassek-Park
Q108566788	Category:Johann-Gerhard-Oncken-Kirche
Q106605488	Category:Johannisbollwerk
Q106605489	Category:Johanniswall_(Hamburg)
Q1691907	Category:Johan-van-Valckenburgh-Br%C3%BCcke
Q114808938	Category:Johnsallee
Q106605490	Category:Jordanstra%C3%9Fe_(Hamburg)
Q114808940	Category:Joseph-Carlebach-Platz
Q106605491	Category:Josephstra%C3%9Fe_(Hamburg)
Q108566790	Category:Jubilate-Kirche_(Hamburg-Billstedt)
Q108566792	Category:Jubilate-Kirche_(Hamburg-Lemsahl-Mellingstedt)
Q101438779	Category:Jugend-Europahaus
Q108566793	Category:Jugendkirche_(Hamburg-Bahrenfeld)
Q99529197	Category:Jugendparkgraben
Q106605492	Category:Jugendparkweg
Q89656410	Category:Julius-Leber-Schule_(Hamburg)
Q114808941	Category:Julius-Leber-Stra%C3%9Fe_(Hamburg)
Q106605493	Category:Julius-Ludowieg-Stra%C3%9Fe
Q114808943	Category:Julius-Reincke-Stieg
Q106677617	Category:Julius-Vosseler-Stra%C3%9Fe
Q19979483	Category:Julssand_Leuchtturm
Q106605494	Category:Jungestra%C3%9Fe_(Hamburg)
Q1713426	Category:Jungfernbr%C3%BCcke_(Hamburg)
Q6451	Category:Jungfernstieg
Q106605495	Category:Jungfrauenthal
Q106605496	Category:Jungiusstra%C3%9Fe_(Hamburg)
Q1714358	Category:JVA_Billwerder
Q1714381	Category:JVA_Fuhlsb%C3%BCttel
Q106605505	Category:K%C3%A4kenflur
Q106605506	Category:K%C3%A4kenkamp
Q113171496	Category:K%C3%A4the_Kollwitz_by_Gustav_Seitz,_Hamburg-Langenhorn
Q106605523	Category:K%C3%A4thnerort
Q730662	Category:K%C3%B6hlbrand
Q520613	Category:K%C3%B6hlbrandbr%C3%BCcke
Q114808987	Category:K%C3%B6hlbranddeich
Q1795670	Category:K%C3%B6hlbrand-Freileitungskreuzung
Q1695139	Category:K%C3%B6hlbrandtreppe
Q106605568	Category:K%C3%B6nigsh%C3%BCtter_Stra%C3%9Fe_(Hamburg)
Q106605569	Category:K%C3%B6nigsreihe
Q97775131	Category:K%C3%B6nigstra%C3%9Fe_(Hamburg)
Q114808988	Category:K%C3%B6ppenstra%C3%9Fe_(Hamburg)
Q106605573	Category:K%C3%B6sterbergstra%C3%9Fe_(Hamburg)
Q14906972	Category:K%C3%B6ster-Stiftung
Q114808990	Category:K%C3%B6sterstra%C3%9Fe_(Hamburg)
Q106605587	Category:K%C3%BCchgarten_(Hamburg)
Q1683524	Category:K%C3%BChne_Logistics_University
Q106605593	Category:K%C3%BCmmellstra%C3%9Fe_(Hamburg)
Q14548756	Category:K%C3%BCnstlerhaus_Sootb%C3%B6rn
Q114808992	Category:K%C3%BCstersweg_(Hamburg)
Q106605500	Category:Kahlkamp_(Hamburg)
Q28089442	Category:Kaifu-Bad
Q113827388	Category:Kaischuppen_50
Q101093682	Category:Kaiser_Wilhelm-Denkmal_(Altona)
Q106605501	Category:Kaiser-Friedrich-Ufer
Q106605503	Category:Kaiserkai
Q834519	Category:Kaiserkeller
Q1721556	Category:Kaiser-Wilhelm-Denkmal_(Hamburg)
Q101010584	Category:Kaiser-Wilhelm-Denkmal_(Hamburg-Bergedorf)
Q106678327	Category:Kaiser-Wilhelm-Platz_(Hamburg)
Q106605502	Category:Kaiser-Wilhelm-Stra%C3%9Fe_(Hamburg)
Q1618867	Category:Kaispeicher_A
Q60728819	Category:Kaispeicher_B
Q114808946	Category:Kaistra%C3%9Fe_(Hamburg)
Q1721837	Category:Kajen_(Hamburg)
Q106605507	Category:Kalischerstra%C3%9Fe_(Hamburg)
Q19963955	Category:Kalkhof_(Hamburg)
Q1722634	Category:Kaltehofe
Q114808948	Category:Kamerunweg
Q106605508	Category:Kamminer_Stra%C3%9Fe_(Hamburg)
Q11929618	Category:Kampbille
Q106605509	Category:Kampstra%C3%9Fe_(Hamburg)
Q28859942	Category:Kanalbr%C3%BCcke_Von-Essen-Stra%C3%9Fe
Q106605510	Category:Kanalplatz_(Hamburg)
Q96376808	Category:Kanalplatz_6_(Hamburg)
Q96376919	Category:Kanalplatz_8_(Hamburg)
Q106605511	Category:Kannengie%C3%9Ferort
Q106605512	Category:Kantstra%C3%9Fe_(Hamburg)
Q114808950	Category:Kanzlershof
Q114808951	Category:Kanzlershofer_Weg
Q106605513	Category:Kanzlerstra%C3%9Fe_(Hamburg)
Q46337296	Category:Kapelle_13_(Friedhof_Ohlsdorf)
Q106605514	Category:Kapellenweg_(Hamburg)
Q14906925	Category:Kapernaumkirche_(Hamburg-Horn)
Q106605516	Category:Kapit%C3%A4n-Schr%C3%B6der-Weg
Q106605517	Category:Kapstadtring
Q71147090	Category:Kapstadtring_2_bis_4
Q106605518	Category:Karl-Arnold-Ring_(Hamburg)
Q110887180	Category:Karl-Schneider-Halle
Q114808954	Category:Karlsh%C3%B6he_(Hamburg)
Q106605519	Category:Karlstra%C3%9Fe_(Hamburg)
Q106967462	Category:Karl-Theodor-Stra%C3%9Fe_(Hamburg)
Q111655789	Category:Karl-Theodor-Stra%C3%9Fe_18_(Hamburg)
Q106605520	Category:Karnapp
Q106605521	Category:Karolinenstra%C3%9Fe_(Hamburg)
Q1734263	Category:Karolinenviertel_(Hamburg)
Q106605522	Category:Kastanienallee_(Hamburg)
Q80708399	Category:Katharina-von-Siena-Schule
Q25089221	Category:Katharinenhof-Frachtenhaus
Q114808955	Category:Katharinenkirchhof_(Hamburg)
Q69650918	Category:Katharinenschule_(Hamburg)
Q114808957	Category:Katharinenstra%C3%9Fe_(Hamburg)
Q108566794	Category:Katholisch-apostolische_Kirche_Finkenau_(Hamburg-Uhlenhorst)
Q76416817	Category:Katholische_Bonifatiusschule_(Hamburg)
Q93635083	Category:Katholische_Schule_Altona
Q79030177	Category:Katholische_Schule_Am_Weiher
Q107642084	Category:Katholische_Schule_Bergedorf
Q94400157	Category:Katholische_Schule_Blankenese
Q93376730	Category:Katholische_Schule_Farmsen
Q88279795	Category:Katholische_Schule_Hammer_Kirche
Q90262047	Category:Katholische_Schule_Harburg
Q76122419	Category:Katholische_Schule_Hochallee
Q108923150	Category:Katholische_Schule_Neugraben
Q83364148	Category:Katholische_Schule_St._Antonius_(Hamburg)
Q88300024	Category:Katholische_Schule_St._Joseph_Wandsbek
Q85685032	Category:Katholische_Schule_St._Marien_(Hamburg)
Q98094864	Category:Katholische_Schule_St._Paulus_(Hamburg)
Q67080952	Category:Katholische_Sophienschule_(Hamburg)
Q21036358	Category:Katholisches_Kinderkrankenhaus_Wilhelmstift
Q106605524	Category:Kattrepelsbr%C3%BCcke_(Hamburg)
Q106605525	Category:Kattunbleiche
Q47015260	Category:Kattwyk
Q104522023	Category:Kattwykbr%C3%BCcke
Q14552136	Category:Kattwykbr%C3%BCcke_(1973)
Q104521996	Category:Kattwykbr%C3%BCcke_(2020)
Q106605526	Category:Kedenburgstra%C3%9Fe
Q1737880	Category:Kehrwieder
Q106605527	Category:Kehrwieder_(street_in_Hamburg)
Q96602307	Category:Kehrwiederfleet
Q106605528	Category:Kehrwiederspitze
Q108410880	Category:Keim_(J%C3%B6rn_Pfab)
Q114808959	Category:Kellerbleek
Q21036369	Category:Kellertheater_Hamburg
Q1496306	Category:Kellinghusenstra%C3%9Fe
Q106605529	Category:Keplerstra%C3%9Fe_(Hamburg)
Q114808960	Category:Kerschensteinerstra%C3%9Fe_(Hamburg)
Q1739633	Category:Kersten-Miles-Br%C3%BCcke
Q106605530	Category:Kesselflickerweg
Q19287874	Category:Kesselhaus_(Speicherstadt)
Q114808962	Category:Kiebitzstra%C3%9Fe_(Hamburg)
Q106605531	Category:Kiefh%C3%B6rn
Q106605532	Category:Kieler_Stra%C3%9Fe_(Hamburg)
Q106605533	Category:Kielkoppelstra%C3%9Fe
Q106605534	Category:Kielortallee
Q27973274	Category:Kindertransport_memorial_(Hamburg)
Q114808963	Category:Kiosks_in_Hamburg
Q106605535	Category:Kippingstra%C3%9Fe
Q114808965	Category:Kirchdorfer_Stra%C3%9Fe_(Hamburg)
Q111441117	Category:Kirchdorfer_Stra%C3%9Fe_166
Q1742473	Category:Kirchdorf-S%C3%BCd
Q1723929	Category:Kirche_Alt-Rahlstedt_(Hamburg-Rahlstedt)
Q108566795	Category:Kirche_am_Albertinenkrankenhaus
Q1742778	Category:Kirche_am_Rockenhof
Q108566796	Category:Kirche_der_Apostolischen_Gemeinschaft_(Hamburg)
Q108566797	Category:Kirche_der_Arche_Alstertal
Q28436264	Category:Kirche_der_Stille_(vorm._Christophorus-Kirche;_Hamburg-Altona-Nord)
Q108566798	Category:Kirche_des_Heiligen_Johannis_des_T%C3%A4ufers_Farmsen_(Hamburg)
Q1742809	Category:Kirche_des_heiligen_Nikolaus_(vorm._Simeonkirche,_Hamburg)
Q108566799	Category:Kirche_Jesu_Christi_der_Heiligen_letzten_Tage_(Hamburg-Langenhorn)
Q1895915	Category:Kirche_Maria_Gr%C3%BCn/Sankt_Mari%C3%A4_Himmelfahrt_(Hamburg-Blankenese)
Q1224792	Category:Kirche_Sinstorf
Q108566803	Category:Kirche_Tonndorf_(Hamburg)
Q108566804	Category:Kirche_Zum_Guten_Hirten_(Hamburg-Langenfelde)
Q21177249	Category:Kirche_zur_Heiligen_Dreieinigkeit,_Hamburg-Hamm
Q105075434	Category:Kirchenallee_(Hamburg)
Q114808967	Category:Kirchenhang
Q109829705	Category:Kirchenhang_33
Q106605537	Category:Kirchenheerweg
Q106605538	Category:Kirchenstegel
Q109638810	Category:Kirchenstegel_20
Q106605539	Category:Kirchwerder_Elbdeich
Q109687028	Category:Kirchwerder_Elbdeich_276
Q106605540	Category:Kirchwerder_Hausdeich
Q114808968	Category:Kirchwerder_Landweg
Q109653490	Category:Kirchwerder_Landweg_2
Q1971086	Category:Kirchwerder_Wiesen
Q110313002	Category:Kirchwerder-Howe
Q106605541	Category:Kiwittsmoor
Q112826224	Category:Kl%C3%A4rchenbr%C3%BCcke
Q1493217	Category:Kl%C3%B6vensteen
Q106605562	Category:Kl%C3%BCtjenfelder_Stra%C3%9Fe
Q106605542	Category:Klaus-Groth-Stra%C3%9Fe_(Hamburg)
Q106605543	Category:Kleekamp_(Hamburg)
Q114808970	Category:Kleiberweg_(Hamburg)
Q106605545	Category:Klein_Flottbeker_Weg
Q114808971	Category:Klein_Fontenay
Q95900488	Category:Kleinbahnhof_Wohldorf
Q11929884	Category:Kleine_Flottbek
Q106605546	Category:Kleine_Freiheit
Q104869958	Category:Kleine_Freiheit_68
Q106605547	Category:Kleine_Johannisstra%C3%9Fe_(Hamburg)
Q106605548	Category:Kleine_Reichenstra%C3%9Fe_(Hamburg)
Q106605549	Category:Kleiner_Burstah
Q60813977	Category:Kleiner_Leuchtturm_Neuwerk
Q106605550	Category:Kleiner_Pulverteich
Q106605551	Category:Kleiner_Schippsee_(Hamburg)
Q106605552	Category:Kleiststra%C3%9Fe_(Hamburg)
Q114808973	Category:Klingberg_(Hamburg)
Q1602176	Category:Klinikum_Eilbek
Q106605553	Category:Klinikweg_(Hamburg)
Q23787750	Category:Klockmannhaus
Q106605554	Category:Klopstockstra%C3%9Fe_(Hamburg)
Q106605555	Category:Klopstockterrasse
Q106605556	Category:Klosterallee_(Hamburg)
Q61628903	Category:Klosteralleebr%C3%BCcke
Q108566806	Category:Klosterkirche_St._Johannis_(Hamburg)
Q71248365	Category:Klosterschule_(Hamburg)
Q106605557	Category:Klosterstern
Q106605558	Category:Klosterstieg_(Hamburg)
Q106605559	Category:Klostertor_(Hamburg)
Q106605560	Category:Klosterwall
Q114808975	Category:Klotzenmoor_(Hamburg)
Q106605561	Category:Klotzenmoorstieg
Q105564991	Category:Klotzenmoorstieg_2
Q106605563	Category:Knauerstra%C3%9Fe_(Hamburg)
Q106605564	Category:Knochenhauertwiete
Q100506237	Category:Knoopstra%C3%9Fe_(Hamburg)
Q100507200	Category:Knoopstra%C3%9Fe_37_(Hamburg)
Q1568436	Category:Knust_(Hamburg)
Q106605565	Category:Kobestra%C3%9Fe_(Hamburg)
Q106605566	Category:Kohlh%C3%B6fen
Q106605567	Category:Koldingstra%C3%9Fe_(Hamburg)
Q323100	Category:Kollau
Q114808977	Category:Kollaustra%C3%9Fe
Q98846553	Category:Kollenhofgraben
Q30526281	Category:KomponistenQuartier_Hamburg
Q106605570	Category:Konsul-Renck-Stra%C3%9Fe_(Hamburg)
Q1783239	Category:Kontorhaus_Leder-Sch%C3%BCler
Q19963961	Category:Kontorhaus_Stubbenhuk
Q106605571	Category:Koppel_(Hamburg)
Q74589490	Category:Koppel_66_Haus_f%C3%BCr_Kunst_%26_Handwerk
Q114808978	Category:Koppelstra%C3%9Fe_(Hamburg)
Q106605572	Category:Korntr%C3%A4gergang
Q114808980	Category:Kottwitzstra%C3%9Fe_(Hamburg)
Q1790744	Category:Kr%C3%BCss_Optronic
Q106605574	Category:Kraepelinweg_(Hamburg)
Q1740916	Category:Kraftwerk_Moorburg
Q877252	Category:Krameramtsstuben
Q732015	Category:Krankenhaus_Altona
Q15854588	Category:Krankenhaus_Gro%C3%9F-Sand
Q732056	Category:Krankenhaus_St._Georg_(Hamburg)
Q31838662	Category:Kranzhaus
Q1369646	Category:Krapphofschleuse
Q106605575	Category:Krausestra%C3%9Fe_(Hamburg)
Q106605576	Category:Krayenkamp
Q114808982	Category:Kreuslerstra%C3%9Fe_(Hamburg)
Q106605577	Category:Kreuzfurth
Q108566807	Category:Kreuzkirche_(Hamburg-Barmbek_S%C3%BCd)
Q108566809	Category:Kreuzkirche_(Hamburg-Eimsb%C3%BCttel)
Q108566810	Category:Kreuzkirche_(Hamburg-Fuhlsb%C3%BCttel)
Q108566811	Category:Kreuzkirche_(Hamburg-Harburg)
Q108566812	Category:Kreuzkirche_(Hamburg-Schiffbek)
Q108566813	Category:Kreuzkirche_(Hamburg-Stellingen)
Q1316857	Category:Kreuzkirche_(Hamburg-Wandsbek)
Q1788345	Category:Kreuzkirche_(Ottensen)
Q28025256	Category:Kreuzkirche_Kirchdorf_(Hamburg-Wilhelmsburg)
Q106605578	Category:Kreuzweg_(Hamburg)
Q26836620	Category:Kriegerdenkmal_1870/71_(Hamburg-Rotherbaum)
Q112044239	Category:Kriegerdenkmal_Altrahlstedt
Q112633933	Category:Kriegerdenkmal_Sportplatzring
Q114267620	Category:Kriegerdenkmal_St._Gertrud_(Hamburg-Altenwerder)
Q23787722	Category:Kriegsgr%C3%A4berst%C3%A4tte_Altona
Q114808983	Category:Krieterstra%C3%9Fe
Q27943062	Category:Kristall_(Hamburg)
Q106605579	Category:Kritenbarg
Q106605580	Category:Krochmannstra%C3%9Fe
Q106605581	Category:Krohnskamp
Q106605582	Category:Krohnstieg
Q14906989	Category:Krohnstiegtunnel
Q106605583	Category:Kroonhorst
Q106605584	Category:Kroosweg_(Hamburg)
Q106605585	Category:Krugtwiete_(Hamburg)
Q106605586	Category:Krummholzberg
Q15824544	Category:Kugel-Denkmal_(Hamburg)
Q106605588	Category:Kuhberg_(Hamburg)
Q106605589	Category:Kuhm%C3%BChle
Q106605590	Category:Kuhtrift_(Hamburg)
Q106605592	Category:Kulenst%C3%BCck
Q19963965	Category:Kulturpalast_Hamburg
Q106605594	Category:Kunaustra%C3%9Fe_(Hamburg)
Q1792687	Category:Kunstverein_in_Hamburg
Q106605595	Category:Kupferredder
Q106684003	Category:Kupferteich_(Hamburg)
Q106605596	Category:Kurdamm
Q106605597	Category:Kurt-A.-K%C3%B6rber-Chaussee
Q100542670	Category:Kurt-Juster-Schule
Q1793300	Category:Kurt-K%C3%B6rber-Gymnasium
Q106605598	Category:Kurt-Schumacher-Allee_(Hamburg)
Q64347181	Category:Kurt-Schumacher-Haus_(Hamburg)
Q106605599	Category:Kurze_Stra%C3%9Fe_(Hamburg)
Q114808985	Category:Kurzer_Kamp_(Hamburg)
Q1719265	Category:KZ-Au%C3%9Fenlager_Dr%C3%A4gerwerk
Q1719264	Category:KZ-Au%C3%9Fenlager_Hamburg-Langenhorn
Q21705949	Category:KZ-Au%C3%9Fenlager_Hamburg-Sasel
Q106605601	Category:L%C3%A4mmersieth
Q20184481	Category:L%C3%A4mmertwiete_(Hamburg)
Q114809039	Category:L%C3%B6wenstra%C3%9Fe_(Hamburg)
Q477258	Category:L%C3%BCbeck%E2%80%93Hamburg_railway_line
Q106605637	Category:L%C3%BCbecker_Stra%C3%9Fe_(Hamburg)
Q106605638	Category:L%C3%BCbeckertordamm
Q106605642	Category:L%C3%BCneburger_Stra%C3%9Fe_(Hamburg)
Q114809041	Category:L%C3%BCrader_Weg_(Hamburg)
Q114152333	Category:L%C3%BCrader_Weg_1_(Hamburg)
Q111131068	Category:L%C3%BCrader_Weg_2
Q59296754	Category:L%C3%BCttge-Garten_(Hamburg)
Q11934468	Category:L%C3%BCttkampgraben
Q1799904	Category:Ladenbek
Q114808995	Category:Ladenbeker_Furtweg
Q881121	Category:Laeiszhalle
Q19288718	Category:Laeiszhof
Q106605600	Category:Laeiszstra%C3%9Fe
Q65240172	Category:Lagerstra%C3%9Fe_(Hamburg)
Q114808998	Category:Lamprechtstra%C3%9Fe_(Hamburg)
Q1312379	Category:Landesarbeitsgericht_Hamburg
Q61910988	Category:Landesinstitut_f%C3%BCr_Lehrerbildung
Q1802974	Category:Landhaus_J._C._Godeffroy
Q1802983	Category:Landhaus_Mahr
Q27478612	Category:Landhaus_Michaelsen
Q62056757	Category:Landhaus_R%C3%BCcker
Q19288791	Category:Landhaus_Walter
Q61858616	Category:Landschaftsschutzgebiet_%C3%96jendorf-Billstedter_Geest
Q61858304	Category:Landschaftsschutzgebiet_Altona-S%C3%BCdwest,_Ottensen,_Othmarschen,_Klein_Flottbek,_Nienstedten,_Dockenhuden,_Blankenese,_Rissen
Q61858319	Category:Landschaftsschutzgebiet_Duvenstedt,_Bergstedt,_Lemsahl-Mellingstedt,_Volksdorf_und_Rahlstedt
Q61858653	Category:Landschaftsschutzgebiet_Hummelsb%C3%BCtteler_Feldmark/Alstertal
Q61858621	Category:Landschaftsschutzgebiet_Marmstorfer_Flottsandplatte
Q61858645	Category:Landschaftsschutzgebiet_Moorburg
Q61858628	Category:Landschaftsschutzgebiet_Neuland
Q61858631	Category:Landschaftsschutzgebiet_Ohmoor
Q61858634	Category:Landschaftsschutzgebiet_Osdorf
Q61858333	Category:Landschaftsschutzgebiet_Schnelsen,_Niendorf,_Lokstedt,_Eidelstedt_und_Stellingen
Q32322893	Category:Landwehr_(Hamburg)
Q106605603	Category:Lange_M%C3%BChren
Q106605604	Category:Lange_Reihe
Q106605605	Category:Lange_Striepen
Q114809001	Category:Langenbeker_Weg
Q106605606	Category:Langenhorner_Chaussee
Q106605607	Category:Langenhorner_Markt
Q96876129	Category:Langenhorstgraben
Q106605608	Category:Langenrehm_(Hamburg)
Q78490983	Category:Langenst%C3%BCcken_(Hamburg)
Q28972172	Category:Langenzugbr%C3%BCcke
Q106605609	Category:Langwisch_(Hamburg)
Q1805513	Category:Lankenaustift
